# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = funnel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 0
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.20000000000000001
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 48393939
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25
# Adaptation terminated
# Step size = 0.2
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-60.7539,0.65148,0.2,7,127,0,72.0331,7.33557,-10.2627,-6.67297,-6.8863,-2.51484,-4.29277,0.681709,7.17997,4.92128,1.06923,0.730839,8.30181,6.65403,-1.04205,0.907552,-5.42642,11.228,18.1783,3.22276,-8.40139,6.26506,-5.93533,-2.5632,-1.68104,-1.93658,0.138069
-41.5242,0.829344,0.2,6,63,0,66.7246,3.13496,3.29147,0.621163,4.19284,-2.94281,-0.823957,-8.17377,-3.00547,0.354636,-3.02434,-0.340744,-1.70829,6.73696,4.12793,-0.247644,-1.34581,-0.140128,-2.89327,1.86836,-1.02043,0.561202,2.80645,3.27106,5.38858,1.66739,-3.49663
-38.1484,0.72804,0.2,6,63,0,58.2982,2.70923,-0.508705,-6.4838,0.242008,-3.4514,2.02183,-5.4354,-3.27006,0.406635,-4.78875,-1.35484,-2.05856,1.64105,1.67189,-5.20268,3.01373,1.7497,1.00462,-0.449047,2.04357,-3.38513,1.06768,0.166417,-1.19252,2.5921,-2.0655
-40.5289,0.995364,0.2,6,63,0,51.9229,3.25028,-0.52717,8.23744,-1.11597,-2.93175,-0.764322,4.53469,1.90452,-1.41658,4.48486,-2.91595,-0.0890933,-6.03276,-2.49246,1.24394,-1.17168,2.93331,-1.34567,-2.76628,-0.454199,0.204667,5.72995,0.0839891,1.22277,-2.97828,2.40167
-40.4938,0.160368,0.2,4,17,1,55.7881,2.93618,-2.73225,8.52878,-1.74788,-2.76357,-1.31094,4.23984,0.343554,-1.68007,3.3585,-3.36553,-0.0332926,-6.64385,-1.89628,-0.0223497,-0.938978,3.42097,-0.676181,-2.66303,-0.950096,1.15247,4.44235,-0.320339,1.62176,-2.16917,3.28766
-39.2024,0.914589,0.2,6,63,0,52.7143,3.06917,2.37169,0.261682,0.602996,-5.47353,4.8919,-2.05945,6.74581,0.567633,-0.92697,-3.06142,-2.95984,3.29868,-2.25009,4.79692,0.787481,-4.00545,2.285,-3.82671,-2.7402,-1.91385,-1.65311,1.0487,1.46049,0.0887979,0.124778
-39.1308,0.912731,0.2,6,63,0,50.7307,2.89436,-6.3114,-0.0716032,-1.77232,0.668004,-3.36216,1.85874,-7.99382,-1.4398,-1.74822,-0.892958,3.44467,-5.36612,-0.09665,-2.87617,-3.3021,2.47358,-2.17875,1.81153,-1.05898,1.64462,0.617089,-0.527415,-2.0438,1.99567,-2.41335
-41.5688,0.887641,0.2,6,63,0,52.9675,3.30773,-2.09425,6.23329,-2.1149,2.0191,2.30958,-7.16907,-1.49988,1.63085,-0.883489,2.74803,3.93417,0.963631,-3.0647,7.34529,-0.766314,-2.2265,0.990358,-2.37727,-3.33609,-0.758464,3.39007,2.1302,-1.05361,-1.349,-4.8701
-40.2418,0.991264,0.2,6,63,0,53.5988,3.21938,6.62092,-2.66014,1.09097,-3.64767,-5.63672,6.62738,-0.275006,1.98466,0.314629,-5.22944,-1.81686,0.678255,-1.056,-2.00356,1.09461,0.484033,0.100949,1.22577,1.5187,0.623529,-4.89055,-1.14838,5.18428,1.14254,0.234735
-42.687,0.939115,0.2,6,63,0,52.003,3.6656,-5.35966,3.06778,-0.637974,4.0774,5.10708,-8.48333,-2.92409,-2.39249,-0.480632,5.34242,5.3304,-0.421034,1.28915,1.91581,-2.61679,-0.179175,0.0374991,-0.0976756,-2.71157,-3.5841,3.45114,2.22443,-2.51714,-2.26574,-1.91752
-38.7529,0.998922,0.2,6,63,0,53.3586,2.8424,-0.438189,5.51039,-2.70166,-0.938351,-3.89726,-6.73256,-1.54853,1.5696,-4.54405,2.46062,1.48687,0.559562,-4.44158,1.27865,0.276986,-1.73194,0.272824,5.06253,-1.45631,3.39729,-2.08065,-1.64573,2.83232,0.0423799,1.26899
-38.7529,0.0321549,0.2,3,11,1,54.8093,2.8424,-0.438189,5.51039,-2.70166,-0.938351,-3.89726,-6.73256,-1.54853,1.5696,-4.54405,2.46062,1.48687,0.559562,-4.44158,1.27865,0.276986,-1.73194,0.272824,5.06253,-1.45631,3.39729,-2.08065,-1.64573,2.83232,0.0423799,1.26899
-37.9954,0.72957,0.2,6,63,0,49.4723,3.10031,-0.081435,2.66372,-1.25708,2.75938,-1.93873,-5.36964,2.50265,0.262439,-2.5754,4.43075,1.60528,0.617406,0.317609,2.35684,1.33498,-2.59887,4.37936,-1.99382,-1.20804,4.24337,-3.87154,-5.23718,1.77945,-1.97315,-2.71631
-37.8867,0.999523,0.2,6,63,0,48.2896,3.0918,0.129831,-3.33582,0.948792,-3.20321,1.83906,4.69193,-3.39861,-0.470638,2.77012,-4.12433,-0.845347,-0.607526,-0.0920549,-3.51396,-2.35168,3.13148,-3.72548,1.22037,1.08583,-3.07834,3.90479,5.24249,-2.08895,2.6436,1.79466
-43.4309,0.985234,0.2,6,63,0,51.4679,3.83228,-0.166519,4.1559,-1.18624,3.99247,-2.28895,-5.84637,4.23378,0.584428,-3.45033,5.13226,1.05619,0.756862,0.105832,4.38378,2.91834,-3.90146,4.64957,-1.52347,-1.35318,3.84153,-4.85792,-6.53722,2.59684,-3.28566,-2.24001
-43.8199,0.993577,0.2,6,63,0,52.5305,3.25315,-0.370234,4.40857,-1.47745,4.47429,-2.26712,-5.87281,3.94627,0.233803,-3.36838,4.90679,0.932809,1.26927,-0.173552,4.36589,3.08918,-4.26039,4.21156,-1.18297,-0.936805,3.70801,-5.46409,-7.07161,2.09344,-3.55975,-1.84778
-38.5543,0.765272,0.2,6,63,0,52.7415,3.39573,-1.66014,-1.84942,-3.57265,3.36171,0.886279,0.702548,5.00199,2.51885,-2.03792,1.99015,0.719726,1.76326,3.38419,5.741,3.23947,5.45608,-0.498494,-2.07959,-1.16405,3.91116,0.00369163,-0.388062,-1.72934,-3.68464,0.686682
-31.7295,0.494227,0.2,5,35,1,51.0759,2.64017,-0.706598,-0.089762,-0.545925,1.27036,0.762172,3.87661,-1.43211,1.13987,1.66434,1.69636,2.58707,-3.17229,0.102705,3.03404,0.276463,0.0813271,-2.3733,-3.54492,-2.33777,-1.79001,0.747558,-3.35434,-2.06901,0.866857,3.91429
-32.1586,0.418054,0.2,4,27,1,46.1227,2.24941,1.82794,-0.473788,-2.04126,-0.450494,1.23474,3.91936,-2.54577,0.593141,-0.459269,2.79789,2.75383,-2.47457,0.5023,3.38306,-0.603173,0.430929,-1.33979,-2.36479,-1.547,-1.26858,1.7383,-3.72958,-1.56874,0.661832,5.36968
-38.3946,0.787916,0.2,6,63,0,48.7534,3.10228,-2.27177,0.99166,0.190196,3.55829,1.06454,-1.30312,-3.39363,-0.695594,-0.605911,-1.73879,-2.99817,-0.679615,-3.05848,-4.40284,0.811888,4.13728,0.316302,6.83912,3.99898,-2.46876,-1.41307,-1.67247,0.0479434,-5.53643,-2.88084
-35.0647,0.980563,0.2,6,63,0,49.2557,2.6024,-0.5211,0.590599,2.06839,-0.590538,-0.15991,0.676515,2.96242,-2.43048,1.72635,-0.852669,3.20809,0.40784,3.94633,6.40415,4.38314,1.92155,-0.292887,-3.84715,2.51408,3.44567,-0.117962,-1.39564,-1.18689,2.45728,1.54237
-33.145,0.955581,0.2,6,63,0,46.1673,2.44206,-0.0519488,-1.27095,-0.9531,-0.225089,2.4209,-0.688447,-4.30907,2.7447,0.0766095,1.73288,-3.66055,0.250992,-2.86252,-4.81827,-4.92294,-1.57858,-2.281,2.1455,-0.729004,-2.77837,1.40847,1.06358,0.670812,-1.93476,-0.900792
-30.5866,0.998833,0.2,6,63,0,46.7659,2.1253,1.48254,1.41671,-0.0776353,-0.702987,-1.73397,-0.72103,3.01037,-2.74066,-0.0582367,-2.19766,3.03753,1.43622,1.52783,3.75728,5.52897,1.4378,2.63557,-2.66319,0.434743,2.05786,-0.19325,0.676585,-0.0742209,1.2019,-0.407649
-23.7958,0.898919,0.2,5,31,0,40.054,1.63953,2.52125,1.03109,-1.64935,-1.84063,1.57666,0.488691,4.44272,0.631205,0.263188,-0.160336,2.37921,-0.431456,1.93474,0.922179,0.749736,0.606516,0.649515,0.157885,1.63096,2.80132,0.352362,-0.861196,1.12967,0.312083,-1.512
-26.4431,0.958875,0.2,5,31,0,37.0927,1.65954,2.42625,4.187,-0.002961,0.457811,-1.92961,-1.15592,-0.632605,-0.633472,-1.60975,1.44333,0.11176,2.12233,-1.26548,-0.0373369,-1.52486,-3.90203,0.4409,-0.206304,-0.980614,-2.08901,1.13071,0.10396,3.22467,-1.63935,0.275589
-30.1853,0.900021,0.2,5,31,0,38.8974,1.77252,-2.90456,-4.78726,-0.0913691,-0.379466,2.96709,1.04942,1.54386,0.78736,0.57968,-1.96071,-0.428466,-2.4534,1.0101,-0.249675,1.81675,3.88492,-0.59525,1.54985,2.33299,2.41739,-1.29088,-1.07227,-3.083,1.26227,-0.152809
-37.7563,0.48327,0.2,5,31,0,44.9186,3.40371,-3.43098,-6.1149,3.77099,-2.52674,4.9772,-0.670736,0.705019,-1.95983,3.91081,-3.44785,0.862117,-1.42584,2.81073,-0.0290317,2.97988,2.13002,-1.41975,-0.124029,0.743944,0.971896,-0.786671,-0.831262,-4.75461,0.855122,0.0080113
-35.4837,0.378148,0.2,4,31,1,53.4355,2.84526,-2.55991,-6.52919,3.806,-1.81792,4.19033,-0.175251,0.577901,-2.60189,3.72869,-3.20146,2.10229,-2.19728,1.7526,-0.766599,2.08831,2.17555,-0.827572,0.962148,-0.582993,0.201166,1.58381,-1.64353,-3.91276,-0.527001,0.549254
-34.4902,0.161857,0.2,3,12,1,48.3668,2.74631,-2.28015,-5.82789,4.06181,-1.61677,4.60788,-0.0331915,0.81998,-2.28765,3.57456,-2.9446,1.67607,-1.64542,1.4319,-0.195032,2.26191,2.28476,-0.574953,0.565009,-0.525702,0.166788,1.27318,-1.62767,-3.91191,-0.340437,1.66039
-35.7386,0.970381,0.2,6,63,0,48.5453,2.29856,3.1699,5.14227,-3.81542,2.29334,-5.15662,0.198435,-0.671458,2.19622,-3.21187,2.60598,-1.78343,2.64197,-2.01739,0.349183,-3.54715,-1.99629,0.437177,-0.194854,0.341527,-0.318809,-1.00174,1.59509,4.75492,0.437411,-0.660017
-38.0373,0.980746,0.2,6,63,0,50.0856,2.5509,-3.31418,-1.05175,6.94528,0.770116,-0.614332,-2.56344,-1.86225,-5.64945,3.24409,0.416788,0.772677,-1.20272,-1.97804,3.54553,3.58577,5.85177,1.78412,-0.947369,-0.0511331,1.67558,2.24288,0.496504,-0.128445,-2.082,1.31616
-41.2306,0.97583,0.2,6,63,0,52.899,3.2648,2.26704,-1.17166,-1.8002,4.08039,-2.28483,7.39999,1.88899,1.66725,-6.28829,-0.236279,-2.08677,-4.05655,1.32632,-3.38695,-1.32379,-4.96925,-4.30493,1.24977,-2.05708,0.583532,-2.11229,2.84045,-4.05043,3.2955,1.92012
-44.1012,0.121597,0.2,3,11,1,54.4917,4.82282,2.99203,-1.74046,-1.00012,5.48094,-2.18791,5.1804,1.86582,1.64968,-5.91202,-1.26509,-1.44334,-4.19062,2.70238,-3.48116,-0.560632,-4.02231,-3.58531,0.155514,-2.30207,0.554269,-1.09675,1.79542,-5.10537,3.38076,1.21566
-43.4466,0.272053,0.2,4,16,1,54.7677,4.81634,2.22111,-1.11502,-1.93285,4.28264,-2.15158,4.37102,1.57954,2.04905,-5.19661,-3.03311,-2.06766,-4.45115,2.35311,-3.1829,-0.469897,-3.05704,-2.76041,0.261878,-2.0963,0.186367,-2.53767,1.78285,-4.76088,3.99749,0.955513
-38.7241,0.1855,0.2,3,11,1,54.7041,3.33848,2.17055,-1.11012,-1.7743,3.92541,-2.31539,4.28048,1.5417,2.27196,-5.08386,-2.91794,-2.18165,-4.78452,2.03117,-2.80119,-0.894071,-3.05974,-2.68594,0.222375,-2.03829,0.209073,-2.43702,1.82831,-4.88759,4.38688,0.847829
-40.212,0.824935,0.2,6,63,0,51.5282,2.50521,-1.44022,5.12521,-1.40662,-2.22106,4.1954,-2.44804,-1.5214,-3.121,4.04096,2.78213,2.90166,2.06062,-0.663809,-1.42554,-1.80382,3.66726,-0.475711,0.14868,7.04538,0.87298,-3.55387,-0.957437,3.92748,-3.07673,-2.79446
-38.0651,0.192454,0.2,5,33,1,53.0522,2.50692,1.88844,3.00844,1.90926,-1.49178,4.76223,-0.546898,-4.35335,-0.762852,2.18416,4.1591,2.30337,0.101512,0.480616,-0.30679,-0.957391,2.64525,0.275663,3.3882,3.2636,0.761724,-0.409912,-1.1733,3.73035,-4.44145,-6.49782
-36.1624,0.32506,0.2,5,32,1,52.4572,3.28506,1.58297,-0.359258,3.86765,-2.52285,4.75382,1.93789,-4.39258,-0.560064,-0.627328,1.35139,-0.0610588,0.586311,1.98164,0.0522815,0.269118,1.31424,0.589472,4.27724,0.36622,0.433554,-0.105784,-3.61643,3.70499,0.114224,-5.23935
-34.2704,0.568501,0.2,5,63,0,44.6358,2.20996,1.51157,-0.497379,3.74414,-2.17499,4.76343,1.68468,-4.26465,-0.441333,-0.800677,1.59448,-0.0979768,0.295021,1.97041,0.21134,0.370444,1.50985,0.677154,4.15407,0.384839,0.229767,0.183825,-3.6957,3.53864,-0.0796628,-5.22013
-32.364,0.993846,0.2,5,31,0,41.9825,2.45989,2.41657,1.35513,2.8304,-0.858706,4.33887,-1.01789,-2.81621,-0.908379,-0.522938,1.05663,-0.0551855,-0.216761,2.30711,-0.534818,-0.271898,0.843858,2.53307,3.52198,-0.744771,-0.187272,0.0598411,-2.00019,4.86935,-1.66079,-4.83774
-29.2281,0.999793,0.2,5,31,0,42.4508,1.87346,1.02556,0.812413,1.83205,-1.44767,3.04559,-1.40713,-3.91559,-0.780975,-0.816709,0.664995,-1.04055,0.00879947,2.31802,-0.268769,0.607301,1.25406,2.63838,2.23848,1.82289,0.492646,1.2378,-1.64173,3.10588,-2.1503,-4.47918
-30.5552,0.99969,0.2,5,31,0,41.5829,2.14187,1.43356,-0.296828,2.20709,-2.25339,1.78099,-0.543446,-3.65175,-4.28486,-0.0462363,0.160884,-1.83396,-0.209276,2.95368,-2.19273,0.149725,1.33136,3.5659,3.02174,-0.0052483,1.98355,-0.181162,-2.78224,2.12568,0.283171,-2.47308
-30.382,0.51673,0.2,5,31,0,40.8076,2.18636,0.990479,-0.433023,1.87604,-1.88177,1.63247,-0.252164,-4.4431,-3.44208,-0.500889,0.0294865,-2.87951,-0.193637,2.74548,-1.54419,0.242235,0.952389,4.2485,2.45826,-0.534497,1.95531,-0.566562,-3.25157,-0.491282,0.0695511,-2.66136
-31.1797,0.999216,0.2,5,31,0,41.0192,2.25852,-0.0871238,-5.24089,0.250739,-1.50738,-2.7551,1.69075,-1.42653,-1.48383,5.0026,-0.519773,0.876112,-0.0380159,3.68459,-0.394649,1.02808,1.00067,3.28506,-0.838038,2.39582,1.2798,-0.796047,-0.766833,-0.55475,-2.47607,-1.68506
-33.311,0.289448,0.2,5,31,0,45.4509,2.93028,-0.703601,-5.55636,-0.651727,1.2436,-2.65107,1.34397,-1.09059,-1.19171,4.7269,-1.72336,0.855355,2.13247,2.66545,0.126061,-1.07547,0.907301,3.29665,-0.823363,1.55501,0.823397,-0.754637,-1.0338,-1.26487,-3.54629,-2.41276
-33.3623,0.366974,0.2,4,23,1,49.1018,1.64933,-0.337375,-5.64479,0.308667,0.206601,-2.62805,1.65101,-1.12417,-0.839233,5.03371,-1.04702,0.609721,2.44579,2.81111,0.454423,-0.92068,0.265617,2.74737,-0.589153,1.41135,0.594557,-1.04389,-0.368686,-0.940464,-3.69748,-1.94922
-33.9619,0.377005,0.2,3,15,1,48.3486,3.09447,0.12921,-5.71812,0.65421,0.175428,-2.89246,1.57657,-0.734418,-0.447063,4.95831,-0.853807,0.883198,3.07796,2.66006,0.923379,-1.0607,0.160703,1.47585,-0.623844,1.47833,0.783304,-1.12908,0.242603,-1.40407,-4.47204,-1.71443
-25.8869,0.670708,0.2,5,35,0,45.8061,2.12736,-1.23328,1.15271,-2.15884,2.41907,2.28384,0.351124,1.87486,-1.76434,-0.638842,-2.58673,-0.536952,2.08345,-2.00017,-1.75601,-0.352835,-1.34389,-0.0616345,-3.29523,0.731352,1.52462,-1.78182,0.347922,-2.05904,0.354786,0.771264
-27.6097,0.487231,0.2,4,31,1,39.5608,2.26853,-0.397416,1.80596,-2.47191,1.86334,1.73231,0.93071,-0.0131667,-1.36497,-1.45206,-2.96185,-1.1313,1.79109,-1.73602,-1.21197,-1.8201,-2.13996,-0.524811,-3.65833,1.77114,1.7817,-0.889331,0.890416,-2.25124,2.07893,1.21156
-25.2205,0.50743,0.2,4,27,1,41.3993,1.47707,-0.186418,1.86229,-2.81907,1.44314,1.74648,0.578227,0.420922,-1.13883,-2.00924,-2.87716,-0.835862,2.08151,-1.33847,-1.33221,-1.22948,-1.43379,-0.411005,-2.43199,1.80646,2.35012,-0.471878,0.410527,-2.33852,1.71721,1.45656
-21.7071,1,0.2,5,31,0,35.7064,1.32374,-0.490204,0.105543,2.26341,-0.846303,-3.52367,-0.989138,-0.99363,1.50601,0.32688,0.876605,0.494663,-1.1567,0.848822,0.927903,0.455275,1.61001,0.868465,3.10902,-1.47852,-1.48782,0.795426,-1.81727,1.93027,-0.180096,-0.224711
-20.4787,0.995476,0.2,5,31,0,33.3987,1.2507,0.576565,-1.17741,-0.490338,0.962191,2.20543,1.25669,1.0236,-1.67656,-0.762446,-0.932697,-0.307092,0.987597,-0.87353,-0.464217,-0.462885,-2.4695,-0.98798,-3.54084,0.869137,1.24951,-0.230299,2.5341,-0.970432,0.857097,0.1376
-20.6204,0.999327,0.2,5,31,0,30.6187,1.56768,0.06863,-1.42498,-0.316776,0.685815,1.74405,1.79604,0.70909,-1.80722,-1.1676,-1.24448,0.0978843,0.380856,-0.374218,-0.197907,-0.237981,-2.93734,-0.896332,-3.30215,1.01805,1.25573,-0.265957,2.70529,-0.307537,0.952114,0.601693
-20.1445,0.604451,0.2,5,31,0,29.9464,1.29687,-0.603069,-1.52354,0.483522,0.839726,1.84731,2.11084,0.569652,-1.27262,-0.590559,-0.893706,0.441742,0.527518,-0.281037,-0.167232,-0.329665,-2.93755,-1.28744,-3.38804,0.648353,1.10455,-0.638668,2.38607,-0.32656,1.23885,0.198745
-23.9969,0.987667,0.2,5,31,0,35.7326,1.53972,-1.193,-3.08256,-0.547135,1.22628,1.58439,1.03713,-0.742377,0.508663,-0.535449,0.197757,1.5076,3.34943,-0.457178,-0.0643719,0.863806,-2.61284,-0.631869,-2.84106,1.4995,1.76334,-1.43946,2.23788,0.573537,1.57209,1.26682
-24.8347,0.988289,0.2,5,31,0,34.419,1.58185,0.936512,3.66357,0.704995,-0.541203,-1.15471,-1.16735,0.833517,-0.913924,0.870485,0.586638,-0.892874,-3.48003,0.622091,-0.294382,-1.33149,3.05395,0.86882,2.67581,-1.22192,-1.64496,1.96974,-2.29549,-0.486429,-1.10361,-0.945201
-15.534,0.940457,0.2,5,31,0,33.2857,1.27088,-0.597196,-1.62106,-0.59204,1.14976,-1.00432,0.479916,-0.99718,0.973584,1.14922,1.41356,-0.111425,1.72748,0.14249,0.789493,1.4194,-1.99221,-1.14632,-1.42547,0.451704,0.759482,-1.37549,0.85269,0.292045,0.50576,1.85406
-15.078,0.999443,0.2,5,31,0,29.3493,1.03779,-0.588666,1.2659,0.232405,-0.806735,-1.01692,-0.342826,2.60373,-0.733037,-0.0396989,-0.871815,-0.241992,0.331719,0.344393,-0.516305,-0.360565,1.11633,1.96128,1.14659,0.557666,-0.998374,1.95264,-1.65635,0.0520279,1.11148,-1.53444
-19.0165,0.999649,0.2,4,15,0,25.7095,1.23784,-0.33565,0.12137,-0.00705347,1.55963,-2.42286,0.719359,0.813782,0.375753,0.0278742,-0.0885432,0.762292,-0.0547682,0.230509,-2.00495,0.584995,1.00184,0.660747,2.78048,0.22232,-0.218955,1.61477,-2.10663,2.07425,0.94945,-2.45873
-19.1577,0.946966,0.2,5,31,0,27.2497,1.47781,0.829709,-2.34348,-1.84339,-1.16027,1.72143,0.0759565,1.19683,-0.727868,-1.2195,-0.302397,-0.35221,0.750621,-2.65133,-0.929687,1.23185,0.434531,-1.55409,-0.834831,-1.20269,-1.85082,-2.19651,0.0120447,-0.913388,0.530769,-0.74748
-19.1577,0.0665392,0.2,3,13,1,30.5446,1.47781,0.829709,-2.34348,-1.84339,-1.16027,1.72143,0.0759565,1.19683,-0.727868,-1.2195,-0.302397,-0.35221,0.750621,-2.65133,-0.929687,1.23185,0.434531,-1.55409,-0.834831,-1.20269,-1.85082,-2.19651,0.0120447,-0.913388,0.530769,-0.74748
-21.4146,0.310828,0.2,5,31,0,36.5024,1.94396,-0.0126098,-2.80938,-1.40261,-1.65464,1.29697,-0.0104011,0.447367,-1.60026,-0.654439,0.773936,1.52455,0.416953,-2.70208,0.422564,2.40635,-0.209348,0.368507,-1.49078,0.782661,-0.38854,-0.616621,0.883344,0.874861,0.851236,-0.18796
-21.4347,0.299702,0.2,3,14,1,32.1033,1.1703,0.0242811,-3.15077,-1.65973,-2.06625,1.73353,-0.284704,0.443038,-0.916551,-0.745264,0.597673,1.21641,0.994331,-2.7072,0.150377,2.98388,-0.58582,-0.260728,-1.98735,0.876864,-0.266368,0.0357419,1.05243,0.959567,0.473609,0.0445539
-24.1225,0.723577,0.2,5,31,0,34.9535,1.2613,0.474955,-3.8834,-2.24606,-0.217807,0.221533,-0.950735,1.21528,-0.714456,-0.729376,0.751259,-0.211893,1.21772,-3.33755,0.382904,2.9463,-0.85848,0.901404,-1.84756,0.733093,-0.438088,-0.311129,2.0096,1.01368,-0.11422,1.395
-25.3252,0.87735,0.2,5,31,0,38.9578,1.7199,-0.0325789,-0.970797,1.7068,-1.84916,-1.64782,0.0105153,0.359659,-2.54589,0.389794,2.19418,1.7208,-2.97269,-0.108413,1.57738,-3.14467,0.47031,1.45896,-0.11553,-1.33644,-2.93539,0.97663,2.36307,2.54739,-0.556016,-0.0484555
-23.6545,0.974879,0.2,5,31,0,35.7064,1.49564,0.886778,-0.773503,1.87499,1.22899,0.612284,-1.18748,-0.644532,-1.49275,-0.947819,-0.990717,-0.137679,0.73226,-0.402494,2.63537,-0.16624,1.45476,4.2549,1.99816,-1.74245,-0.219664,-1.58506,-0.045683,-0.84981,-1.44499,-3.00269
-19.1813,0.463389,0.2,5,31,0,35.1857,1.13645,-0.0825617,-0.402837,-1.91693,-1.30164,0.869364,2.15768,0.0114613,-0.972026,1.4731,0.758094,1.98845,0.955851,0.775834,-1.33919,1.58308,-0.541283,0.442501,-0.836907,-0.778196,0.469653,1.36956,3.26021,-1.00034,0.736585,0.979734
-13.9078,0.43417,0.2,5,31,0,30.9484,0.796918,-0.353178,-1.25937,1.24908,-0.7424,0.286893,1.41359,0.232617,-0.448078,1.52872,0.950003,-0.0178766,0.0291808,-0.347662,1.40417,-1.59648,-0.140131,0.275663,0.571471,-0.0921419,1.77269,1.25013,0.0971642,1.36663,-1.64682,-0.880689
-8.41051,0.0752714,0.2,4,31,0,25.022,0.81326,-0.377704,-1.0938,0.896533,-1.46182,-0.0518612,1.18872,-0.733574,0.238783,0.8458,1.10706,-0.520952,0.40997,0.680311,0.825304,-1.34327,0.00750852,-0.642011,6.61655e-05,-0.433806,2.04674,0.587799,-0.313455,0.606686,-0.496627,-0.414067
-9.57639,0.877145,0.2,4,15,0,20.6539,1.00749,-0.314595,0.643806,0.0249453,0.0956943,0.775737,-1.66442,-0.915619,1.00494,0.262465,0.000928529,-0.795176,1.98169,-0.84369,0.26931,-0.4538,-1.14049,1.07071,0.385424,0.891675,-0.0793393,1.00991,-0.934087,-0.474932,-0.572574,1.32577
-10.7472,0.993325,0.2,4,15,0,22.199,0.925767,0.256822,-2.39045,0.583612,-0.0369624,-1.32424,1.07469,-0.614119,-0.153345,0.480074,-0.547812,1.10444,-0.555213,0.375672,-1.24652,-0.26462,1.27639,-1.71849,0.414151,-1.074,0.965643,-0.69068,0.365259,0.841778,0.169613,-0.265589
-13.3316,0.498961,0.2,4,15,0,22.9014,1.01871,0.95995,-3.37285,-0.00863827,0.161743,-1.84082,0.192875,-0.433427,0.45023,-0.248343,-0.193746,1.06037,0.335215,-0.214012,-1.1779,-1.09195,0.64166,-1.88208,0.692337,-0.402693,-0.281299,0.460962,0.533428,-0.372627,1.10185,-0.0304684
-16.2808,0.997645,0.2,4,15,0,24.2626,1.20609,0.779943,-3.51728,-0.985874,0.122307,-2.18857,-0.0780052,-0.742158,1.25745,-1.22212,0.373128,0.672305,1.33673,-0.845849,-1.03096,-1.22844,0.540793,-1.96761,0.496678,-0.238733,-0.576635,0.504112,0.176114,0.195493,0.433395,-0.82601
-15.9459,0.988054,0.2,5,31,0,26.332,1.19959,1.51285,0.789044,0.366612,0.211458,2.61723,-0.487493,0.0742187,1.79422,2.24931,1.30304,1.63863,-1.08029,-0.568923,0.269017,0.3719,-0.543987,-0.379211,0.440492,-0.523921,1.48373,-1.79345,-0.356509,-1.1072,0.439725,0.820803
-24.9413,0.476379,0.2,5,31,0,32.32,2.07496,0.121328,-0.377983,-1.73716,-0.189173,3.12521,-0.943656,1.65395,0.897761,0.437865,2.33652,2.07453,-1.62915,1.35307,-1.66977,-0.778493,1.17725,0.247221,1.82143,0.0273036,-2.05374,-2.80935,-2.2981,-0.432973,-1.93137,-0.733556
-23.8138,0.587245,0.2,5,31,0,32.2587,1.72892,-0.0143604,-0.312838,-1.84669,-0.414289,2.90332,-1.07759,1.64285,0.88469,0.410867,2.20679,2.09379,-1.36563,1.61699,-1.59849,-0.62319,1.35484,0.222328,1.77057,-0.335603,-2.18678,-2.98552,-2.31591,-0.326922,-2.00081,-0.959166
-29.6717,0.99785,0.2,5,31,0,37.5268,2.18721,0.857836,1.50006,0.734091,2.13586,-2.71255,-3.99725,2.69073,4.64861,-1.78042,2.73428,-0.545232,1.50133,0.900324,-2.29093,0.960781,-2.80816,-0.666093,0.406642,0.416191,0.426161,-0.729078,-2.16313,-0.364668,-1.81438,-1.92367
-33.164,0.909069,0.2,6,63,0,45.0188,2.08731,0.377902,1.24185,0.946327,3.46698,-3.94352,-3.44026,2.31787,5.11431,-1.89682,2.51275,0.320018,0.969653,3.22031,-0.801116,3.9465,-3.2204,-1.39772,-0.562532,-0.365174,-0.247316,-0.443595,-1.78057,0.807408,-1.24671,-1.87428
