# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = funnel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 0
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.20000000000000001
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 48393939
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,theta.25
# Adaptation terminated
# Step size = 0.2
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-36.3448,0.299102,0.2,5,49,1,46.9557,2.98174,-0.567331,-2.33167,-2.29245,-1.46312,3.39367,-0.636371,-1.53285,-0.898435,4.09479,3.51294,-1.04602,0.726351,0.306597,-1.17764,-0.476359,-3.63496,0.116,5.02999,4.65515,2.4623,0.199634,-2.84187,-2.8281,-1.51049,-5.09125
-17.01,0.865289,0.2,5,63,0,43.8608,1.09476,-1.19777,1.1305,0.937007,-0.0645745,-1.91692,-2.03582,-1.20282,-1.16198,0.962639,0.106155,0.602064,1.22938,1.53538,1.3039,-0.179484,-1.70493,-0.420425,-1.7878,0.576418,-1.50316,0.607358,0.894346,-1.60972,1.24511,0.332826
-15.8501,0.999233,0.2,5,31,0,29.8671,1.26433,-0.547132,2.03627,0.958659,0.444022,1.63831,-1.43786,0.199974,0.446211,0.567907,-0.804662,1.62565,0.470027,-1.44031,0.464997,-0.803568,-0.853851,-0.403406,-0.936439,-1.60549,2.91246,0.221313,0.913102,-0.838434,0.198504,0.785477
-25.6511,0.928687,0.2,5,31,0,35.015,1.87302,0.184708,-2.75684,-0.7548,0.597921,-2.463,2.65325,-1.14578,-0.322763,0.00350141,1.48992,-1.84377,-2.0086,2.27436,0.157428,0.338185,0.208371,0.244591,0.758726,1.95341,-4.15094,-0.504806,-2.94113,1.6427,-0.159766,-1.23732
-25.8354,0.483334,0.2,5,31,0,36.7562,2.09484,-0.474261,-2.6036,-2.24643,0.37257,-1.20989,2.56699,-2.51057,-0.0687814,-0.000933128,0.404441,-2.8094,-1.07879,1.81798,1.66979,0.453096,1.56259,0.290255,1.27113,2.61451,-2.10098,0.571075,-2.29738,1.83944,-0.297195,-1.51995
-28.0657,0.293887,0.2,4,29,1,42.9361,2.53082,0.71819,1.03434,-1.39696,-1.63913,-0.121236,2.87614,-1.20435,1.50799,-0.441416,-0.135216,-0.273441,-1.05069,2.70374,1.43498,0.934363,0.987967,0.179124,0.429145,2.36654,-1.9907,-2.98739,-2.56123,3.06329,-1.78033,0.910743
-26.6513,0.511946,0.2,5,31,0,40.6711,1.52999,-1.29507,-2.87269,1.92739,0.614866,2.29348,0.435953,3.21415,-1.84206,0.0849593,-1.25902,-0.698741,-1.17985,-1.67735,1.74915,2.27457,0.563989,-0.857951,-0.060356,0.131,1.79912,3.13866,-0.107378,-0.579694,1.1779,-3.57334
-30.715,1,0.2,5,31,0,41.1784,2.12776,0.666808,-1.18613,-0.372334,0.800553,2.21601,2.77766,1.21313,2.11316,-3.088,1.12563,1.6668,4.06428,4.94199,-1.09001,-3.47494,-1.84092,-0.85865,-2.02091,1.67444,-1.73091,-2.05598,-1.30125,-0.941374,-0.431627,-1.32997
-33.1637,0.357479,0.2,5,37,0,46.1979,2.38633,-0.972605,-0.48149,0.506665,-0.209785,5.92502,1.19635,0.456494,1.06103,0.501214,-2.75492,1.95697,1.35534,5.1458,-0.320207,-1.40357,-0.868561,2.20225,-2.82836,3.48013,1.74161,-1.89193,-3.56727,-0.554389,-3.08723,-0.25232
-27.8271,0.841018,0.2,5,31,0,41.4584,1.59649,-0.476633,1.69256,-0.184832,1.99931,2.79336,2.2763,2.21302,-0.331627,-1.24365,-3.29592,1.76444,-0.0501137,1.6371,0.853483,-1.99483,0.319051,2.56684,-1.13019,3.32029,0.442829,-2.16505,0.382848,2.95403,-0.729895,-1.60831
-29.7749,0.278192,0.2,4,31,1,43.1334,1.64153,0.516164,0.194603,-0.814428,3.14238,0.04905,2.09782,2.73348,0.528254,-3.1094,-2.26238,2.62699,-1.49805,1.54517,0.186561,-0.842774,0.376444,2.66571,-2.37782,2.34901,0.898336,-2.18871,0.585606,4.24322,-0.106725,-1.76483
-32.6072,0.01661,0.2,3,11,1,40.0116,1.41748,0.35844,0.272318,-0.865209,3.1913,0.137206,2.18793,2.86337,0.536277,-3.35483,-2.13361,2.53116,-1.5083,1.58955,-0.0687241,-0.7355,0.398163,2.61302,-2.22121,2.16988,1.11894,-2.43847,0.774093,4.09538,-0.109225,-1.93305
-29.5552,0.308969,0.2,4,21,1,49.1535,1.65861,0.261817,0.618909,-0.878046,2.9556,-0.001336,2.46683,3.16966,0.686454,-3.19217,-2.26228,2.27942,-2.07652,1.48113,-0.126922,-0.384982,0.377143,2.59773,-2.26812,1.58953,1.11252,-2.11598,0.82598,4.01554,-0.110905,-2.03157
-28.5039,0.307401,0.2,5,31,0,40.674,1.69889,0.409198,-0.0926788,-0.423783,4.07841,-1.21261,2.18997,2.2122,0.513285,-3.17628,-2.02429,2.60634,-2.1578,-0.236936,-0.0366333,-0.464778,1.16833,3.76898,-1.36756,1.85334,0.802206,-2.55696,0.383282,2.49223,0.0748429,-1.20297
-26.9591,0.928461,0.2,5,31,0,40.5204,2.03681,-2.37586,-1.43068,2.15391,-0.0687566,0.828676,-0.283738,-1.91034,-3.85646,2.17928,0.502575,-0.296202,-2.6222,-0.905637,0.0646975,0.801474,0.363616,-0.325998,3.3608,-0.377486,0.693156,3.20165,-2.8716,0.583381,0.0309438,2.01522
-32.3058,0.303173,0.2,4,24,1,46.1526,2.89487,-2.80815,-1.74034,2.88589,-0.707083,2.40163,0.3154,-1.39208,-3.28338,1.85853,1.23425,0.192021,-3.76743,-0.370147,0.405506,1.20412,-0.0629749,0.163047,3.33063,-1.7401,0.969801,3.867,-3.58664,0.164232,-0.276072,1.94636
-31.9703,0.335089,0.2,4,26,1,42.3658,1.81689,-3.47312,-1.22943,2.79292,-0.655105,3.17516,0.196205,-1.48232,-3.28447,2.19435,0.913168,-0.0977774,-4.31503,-0.312735,0.000157848,1.39281,0.367774,0.17932,3.2963,-1.42218,0.900469,4.00815,-3.0782,0.777671,-0.635205,1.89913
-30.4724,0.992881,0.2,6,63,0,48.8823,1.87001,2.73674,-0.85321,-1.164,-1.93595,-2.65198,1.08323,1.13555,2.28509,-2.12416,-2.12984,-0.769409,4.19422,2.25776,-1.22257,-2.25369,-0.526035,0.133616,-3.21211,0.3852,-0.616889,-2.64643,4.00568,-0.145944,1.15708,-2.05032
-41.8178,0.780937,0.2,6,63,0,47.4803,3.15202,4.25984,-1.90088,-1.51372,-5.2255,3.19668,-0.0820994,-1.70471,3.23225,1.70593,-4.82648,-3.00535,7.62065,4.77142,-3.74865,-3.34172,-0.637379,0.452024,-1.69637,-5.66164,1.01378,-1.93293,-0.413629,0.388417,3.9001,0.63891
-42.8877,0.8334,0.2,6,63,0,56.1631,3.50593,-4.08726,2.55955,1.77914,6.33624,-3.46213,0.503479,1.71104,-3.65612,-1.85866,3.73769,2.66949,-7.76918,-4.2401,4.16941,3.95258,1.26288,-1.40169,2.46105,6.01031,0.475357,2.11847,-0.903602,-0.311262,-3.86696,-0.286873
-49.0488,0.934427,0.2,6,63,0,60.755,4.63341,-1.08118,1.72598,6.96482,7.97613,-8.50446,8.70895,1.01873,-1.4235,-2.12069,2.32403,1.97942,10.0925,3.65822,1.44344,-2.87225,-2.88417,-2.95133,5.53503,-1.69801,-2.69109,-2.57103,0.156135,-1.54283,0.928847,0.431471
-52.1835,0.976763,0.2,6,63,0,60.9355,4.30031,2.41744,7.55839,-1.35793,5.39247,-12.0442,6.21398,3.14598,-5.36633,4.10442,-3.44988,2.14142,3.75909,8.79695,5.21482,-1.39668,-1.12894,-4.37801,1.49075,5.94868,-0.859675,-4.57533,-3.09487,-3.24947,-2.67149,-4.46853
-51.4002,0.885737,0.2,7,127,0,62.3413,4.61217,2.18065,-5.97955,9.9604,-4.65639,9.57984,-3.94476,-0.217536,0.365339,-3.81502,4.35275,-4.21043,-2.92515,-7.49976,-0.0252126,7.96707,4.26158,2.57198,-0.623178,-4.26412,1.08252,6.39787,2.67489,4.50685,3.70129,0.753773
-56.1467,0.828068,0.2,7,127,0,67.1486,4.73593,-1.52498,5.05781,-13.1346,-0.0685678,-8.56141,-1.3389,2.65898,-5.24395,1.16203,-5.30976,1.39957,9.64367,6.77828,-1.02731,-8.42619,0.897581,-8.41352,3.20286,7.28697,-1.29371,-6.84121,-1.23641,-4.99209,-3.03711,-4.09278
-55.5112,0.416601,0.2,7,127,0,71.3617,5.29173,2.40841,-3.81416,0.145328,13.125,3.07994,-9.61414,-2.58544,3.4847,5.04575,-1.33538,1.70135,-2.63677,0.658826,-6.29409,-0.31243,0.57801,10.2822,-2.21789,-5.12648,0.0509523,2.15767,-3.70223,14.7851,-3.23199,-2.64384
-56.5027,0.873938,0.2,7,127,0,70.5156,6.00813,-5.19523,9.72089,-2.16547,-5.29388,0.455906,2.45472,-2.29087,-4.26248,2.89978,-9.32203,-6.74741,0.462877,12.1651,-1.63861,-4.51792,5.10748,-1.48578,1.648,3.56686,-4.57493,-7.87912,2.48636,-11.9691,4.62843,5.8264
-43.5668,0.742779,0.2,6,127,0,65.8735,3.07801,0.0094436,-3.56473,-3.01008,-1.76216,1.5955,-6.07548,6.86756,0.606085,-0.376668,6.06082,-6.57341,-2.85352,-3.67074,1.86174,-3.09459,4.55708,-2.61675,-4.35936,1.06838,0.82567,0.813308,-0.174008,2.7387,2.91686,-3.53807
-48.5263,0.994664,0.2,6,63,0,57.9691,4.29868,1.29902,4.46311,5.47041,2.99848,-2.76074,6.46513,-8.25845,-1.02064,2.7095,-6.58459,6.64373,4.54614,3.89255,-2.89684,2.16161,-5.05967,5.35817,6.37236,-0.70795,-0.361574,0.0572323,0.92638,-0.268815,-4.80625,4.41435
-49.4075,0.978891,0.2,7,127,0,65.8611,4.53069,2.3549,2.57477,5.36952,3.13277,-3.39183,5.62934,-7.86682,-1.74069,2.42257,-8.30963,7.31623,4.50944,3.37228,-2.93781,1.71611,-5.48335,4.53477,6.47337,-0.639347,-1.25599,-0.361453,2.71501,1.88605,-5.9832,4.56747
-50.3625,0.389063,0.2,6,63,0,60.859,4.75101,0.716178,4.18394,7.19933,4.07451,-1.99647,4.59735,-6.2645,-3.64631,-0.285321,-8.52359,5.31598,2.38462,1.94075,-6.3308,-0.41238,-6.80216,0.985849,6.85065,1.56476,-3.7214,-0.51221,3.61714,4.72857,-4.67682,6.75938
-52.1488,0.897008,0.2,7,127,0,65.0635,4.32806,0.912564,-7.47227,-0.744654,-5.63276,-3.42727,-2.76488,1.94242,5.10553,-1.31736,12.4322,-2.51968,-2.01976,-3.0893,9.12407,-5.06976,6.69807,3.47395,-3.05203,4.91472,3.8858,2.35178,1.25277,-2.85797,1.22531,-7.19073
-52.529,0.222796,0.2,7,127,0,67.6006,4.75389,-3.12762,3.25986,0.391647,7.86612,2.33745,0.666833,7.15323,-3.32597,2.88569,-9.92099,1.93238,1.31151,-3.91336,-10.0752,4.745,-7.57364,-1.28489,1.09779,3.11482,-8.4259,4.94401,2.67985,-3.13409,-0.489119,6.45445
-53.2166,0.939288,0.2,6,63,0,61.286,5.36454,0.134873,2.60558,2.70012,8.78253,9.16268,-6.70295,1.85127,-4.85935,0.403761,-7.6974,3.64082,-2.81125,-8.17509,-2.8512,7.22302,-9.84573,3.1036,-3.19849,-1.28016,-6.37845,-0.510427,3.62171,1.98603,0.249397,4.3767
-58.9376,0.794127,0.2,7,127,0,70.3979,5.39377,-10.7247,6.84049,-9.38417,-2.03027,-1.43616,4.32187,3.49499,3.62735,13.9018,7.70944,-5.42629,6.62822,-2.17987,3.53988,8.00189,-2.13226,3.86564,-10.688,-4.66237,1.75526,-4.2704,0.719788,2.04064,-7.21092,-6.39955
-59.7982,0.995028,0.2,7,127,0,69.043,6.36454,11.2912,-5.95621,9.09517,3.6536,0.986865,-3.70663,-2.5232,-2.80589,-13.2862,-9.15697,3.70664,-8.92041,2.63933,-4.93738,-9.90881,-0.897717,-1.80891,11.7951,3.75913,-0.72453,5.23791,-0.801687,-3.39911,7.06206,6.71981
-58.8421,0.207762,0.2,5,51,1,73.8991,6.34712,9.16449,-4.38747,8.95351,3.79685,1.43399,-3.76266,-4.30656,-0.358478,-13.233,-10.829,3.25039,-8.66446,1.50822,-6.09061,-11.1801,0.8332,-0.0652347,7.42724,5.8069,1.92952,4.48943,-0.883739,-1.66341,8.50803,4.762
-56.8525,0.427746,0.2,5,41,1,78.0376,6.11455,3.47873,-7.86156,13.5409,1.02617,-0.160435,-4.14149,-4.77815,7.78127,-6.36246,-10.8426,3.63877,-8.30419,-4.21821,-1.04573,-3.23372,-3.13515,-4.68241,7.48643,4.64095,2.91467,7.18223,-0.933826,3.60899,5.38888,-2.36471
-55.9058,0.944739,0.2,7,127,0,68.5156,6.08048,-3.51656,-0.346005,-6.27892,-5.76847,-3.67233,-0.83484,-1.48217,0.0711537,11.2896,16.8053,-7.72886,-2.04015,5.35662,3.52547,-3.36068,9.22857,5.21759,-2.9329,0.642865,-0.0475803,-3.64514,3.38888,-0.475153,2.09398,0.262721
-50.1084,0.951001,0.2,6,63,0,62.1113,5.17023,-1.73514,3.03203,-2.59633,2.53823,0.820829,-4.21478,0.120062,-2.94318,8.39715,9.83637,-7.29965,-5.97824,4.78794,1.44605,-3.75095,5.33263,7.91221,-1.39617,0.487231,-1.91391,-1.74568,2.08361,-0.408678,5.40799,-3.15076
-49.9247,0.972151,0.2,7,127,0,62.638,5.11556,2.35287,-2.79705,2.88748,-2.80258,-1.35655,3.65936,-1.69409,3.7848,-8.37857,-7.97195,6.91408,4.84508,-5.55581,-2.67793,2.87471,-5.15583,-8.81672,1.41919,0.64053,2.26901,1.76201,-2.7117,0.0563485,-6.90118,1.80102
-59.3195,0.943343,0.2,7,127,0,69.8588,5.29647,-6.42203,-1.08103,-0.229872,-7.27,1.75331,-3.38416,0.952804,-3.78474,3.45243,2.2228,-11.2374,-10.3148,4.03326,9.18713,-10.2137,-3.51436,11.4787,-4.94585,5.21571,12.0509,-3.48735,-2.47462,1.71867,5.63591,4.73055
-59.3195,0.0544201,0.2,4,25,1,71.3743,5.29647,-6.42203,-1.08103,-0.229872,-7.27,1.75331,-3.38416,0.952804,-3.78474,3.45243,2.2228,-11.2374,-10.3148,4.03326,9.18713,-10.2137,-3.51436,11.4787,-4.94585,5.21571,12.0509,-3.48735,-2.47462,1.71867,5.63591,4.73055
-58.956,0.898356,0.2,7,127,0,70.8932,6.27406,-1.83938,-5.96788,-2.55662,-6.54735,4.77358,-4.0472,8.36886,-0.136818,2.47506,-0.267475,-6.24747,-11.5123,3.69971,9.54746,-8.9293,-5.66846,10.8109,0.818028,7.0525,11.4282,-6.75004,1.06457,1.80452,-1.3473,7.59614
-58.313,0.996544,0.2,7,127,0,69.2444,5.7906,3.29303,5.91068,7.5635,5.39674,2.82668,-1.632,-9.89749,-1.86194,-6.71075,2.82208,4.35944,12.8851,0.441012,-9.65883,6.67848,4.44327,-5.81259,-0.0208337,-2.75014,-11.6921,6.48252,-0.9379,-1.65842,5.09391,-8.32537
-49.9389,0.14475,0.2,5,38,1,77.9364,4.36671,3.85681,4.26595,-0.647449,-3.18741,-1.21409,-1.32214,-14.2932,-2.76338,-4.78279,6.62541,3.52747,0.685244,-0.760645,0.00155339,2.70257,1.78542,-8.25151,-4.01272,-0.556049,-2.46443,-0.471099,-1.07218,-3.27113,1.05219,-7.85209
-48.9752,0.796438,0.2,7,127,0,62.8784,3.64178,1.38956,-5.91308,-0.921221,4.86312,0.31204,2.96497,6.906,3.31457,0.827093,-3.96745,3.56122,-2.68547,-4.34897,1.26097,-2.65894,-5.7154,4.68025,1.52469,10.9526,-2.39867,3.48628,0.234151,3.65163,0.730459,7.4295
-42.5938,1,0.2,6,63,0,58.888,2.91452,-2.18589,5.05284,5.11608,-1.02984,3.85597,-3.21217,-0.345482,2.54326,0.511867,-0.563163,-0.71005,2.61727,1.18448,-2.81899,-1.77879,2.87479,0.152299,7.21812,-8.86428,-0.697712,0.33842,-0.405471,-4.97422,1.85254,-1.33392
-44.1652,0.932613,0.2,6,63,0,57.4812,4.17876,1.34295,-7.13543,-2.22544,1.04799,-8.87113,-0.9612,1.76371,0.337403,2.3939,4.69623,4.66637,-2.62454,0.566741,5.51439,-1.79388,-2.49848,0.00502241,-2.86417,1.33506,0.186379,1.26585,-4.29465,2.80215,-3.85667,-4.34705
-41.558,0.91994,0.2,6,63,0,53.2534,3.64437,4.35452,-5.84284,2.10038,1.7253,-3.57217,-1.48235,0.61119,2.16798,2.62808,3.66055,-0.693678,-4.37759,1.01098,4.76789,3.37533,-4.15538,-1.87362,0.926264,0.647507,0.55308,-1.23349,-7.13802,-1.73717,-2.91341,-4.23374
-41.6633,0.136628,0.2,3,13,1,52.4059,3.51331,3.44235,-5.87282,2.14874,2.66549,-3.65544,-1.1172,0.615131,2.48719,2.5757,3.51803,-0.763379,-4.74728,0.681844,4.99968,3.45522,-4.04573,-2.14726,0.998451,0.58964,0.435434,-0.920571,-7.48716,-2.04027,-3.03505,-3.94386
-41.6633,0.32582,0.2,4,29,0,59.4443,3.51331,3.44235,-5.87282,2.14874,2.66549,-3.65544,-1.1172,0.615131,2.48719,2.5757,3.51803,-0.763379,-4.74728,0.681844,4.99968,3.45522,-4.04573,-2.14726,0.998451,0.58964,0.435434,-0.920571,-7.48716,-2.04027,-3.03505,-3.94386
-39.0688,0.985275,0.2,6,63,0,53.0242,2.70788,2.80358,2.02291,2.16927,5.63072,3.22708,-3.39536,-0.768918,1.49586,-5.06182,-2.22003,-2.40873,3.28072,-4.15283,-1.11596,-0.403624,-1.476,3.63211,1.94561,-0.308549,3.33532,-1.34339,5.10706,0.477501,4.11461,1.42769
-43.6763,0.998441,0.2,6,63,0,53.6816,3.72125,3.18773,6.26414,-5.4783,-0.418698,1.88839,4.09296,-1.1929,-0.115695,7.81497,2.15463,-6.4563,-3.5039,1.59541,3.0733,3.24901,-1.13075,2.90934,-0.666094,-1.91794,-4.49983,5.54651,1.38617,1.36693,1.54432,0.51473
-35.5918,0.99723,0.2,6,63,0,49.233,2.49264,-2.28581,-4.3169,4.77175,-0.531563,-1.63413,-3.09168,0.705786,0.569404,-4.46599,-1.76563,3.83131,0.733482,-1.21031,-4.3383,-2.40834,-1.18242,-1.90729,0.852223,1.51503,1.84785,-5.06772,-1.3948,-1.35924,0.50391,0.266599
-23.2697,0.979231,0.2,5,31,0,42.9702,1.65747,0.410419,1.69902,1.96236,2.6454,-2.50029,-0.44053,1.27067,-2.29728,-0.648562,1.29552,0.149004,0.386948,-1.93539,-2.16397,-1.93251,-0.128554,-0.729004,-1.52416,-0.871815,-0.516912,-0.508273,-1.16649,-2.71621,-0.562184,-2.3446
-22.8359,0.256596,0.2,4,25,1,35.7904,1.69183,0.382173,2.1987,0.70637,1.70937,-2.55763,-0.395478,1.57455,-2.53202,1.78288,0.637837,0.941385,-0.279329,-1.96553,-2.56558,-1.04946,-0.0379988,-0.687821,-1.31289,-1.36143,0.149396,0.15381,-1.98777,-2.75531,0.0869344,-1.35661
-29.7576,0.998852,0.2,5,31,0,37.4363,2.22277,-0.459993,-2.94379,-1.35493,-2.25145,3.46956,0.425788,-2.44266,3.36195,-2.11074,-0.779003,-1.20705,0.186387,2.80433,3.51454,1.38038,-0.309698,1.1363,1.12899,1.58824,-0.373449,-0.529412,2.40455,3.6435,0.0223407,1.81644
-31.8157,0.326396,0.2,4,28,1,44.2303,1.58882,2.01452,-3.81263,-1.10477,-3.85007,0.883312,-1.18954,0.465007,2.6058,-0.525247,-2.7398,-1.1101,-1.36636,0.885251,2.21664,-0.717117,-3.16487,2.75124,0.917183,0.446324,-2.36148,1.93848,-0.131611,3.45502,1.16709,1.26873
-31.2752,0.550961,0.2,4,25,1,45.2493,2.08345,0.473747,-4.52932,-2.20429,-1.79795,0.595359,-0.365881,1.7395,3.59722,-1.63252,-2.86936,0.00863833,-0.566864,2.24742,0.588375,0.134506,-3.72449,2.83212,2.06231,-0.0719373,-1.39497,1.48427,1.42957,4.08538,0.222132,2.34115
-43.203,0.986226,0.2,6,63,0,49.376,3.7026,1.36698,-0.517602,-1.36428,-5.73709,2.97952,3.52708,2.38016,1.93081,-2.07318,-5.51703,-5.06216,-3.6408,3.16199,4.32941,0.15149,-4.19914,1.03792,5.71709,4.21443,1.84811,-5.56364,-2.3037,2.66277,3.71722,1.59063
-34.8998,0.993188,0.2,6,63,0,54.1043,2.61464,-2.05761,-3.66033,1.14197,4.37657,-1.12558,-5.24463,0.778352,0.806928,-0.43427,3.00295,0.337885,1.83235,-2.85733,-1.68369,2.26747,0.553995,1.39827,-1.30036,-1.2244,1.81491,5.16628,2.57234,1.59058,-3.28023,-2.07607
-29.1277,0.880077,0.2,6,63,0,47.107,1.73202,4.27521,0.692976,-2.38495,0.781636,3.30572,1.34074,-2.80657,-0.581213,-2.05358,-1.89442,0.377091,1.04199,1.23183,1.96206,1.97561,-0.961099,-2.47905,-1.28767,-3.64284,-1.31601,-0.843954,0.116085,0.488916,2.33434,-0.470517
-34.1817,0.428269,0.2,5,39,0,47.4783,2.10381,3.04937,2.57032,-0.29726,-0.307013,3.64398,1.76271,-4.77041,-1.31922,-3.92912,0.79132,-1.75557,-0.181699,0.311842,0.784319,4.00212,-0.540197,-0.55502,-1.09408,-5.60186,-1.95694,-0.0784546,0.827296,-1.90491,2.13557,1.90419
-35.7385,0.706485,0.2,6,63,0,44.2094,2.66493,3.44937,0.828653,0.672108,-3.03622,4.16623,2.50489,-5.67887,-3.59814,-3.50498,0.66764,0.799613,1.69405,-2.19419,2.88103,0.101062,-2.9383,-0.362482,1.22904,-3.94036,-2.17864,-0.672855,-1.24065,-0.368448,1.71052,3.43989
-37.8708,0.435244,0.2,6,63,0,55.681,2.18459,-0.642538,0.437348,4.89226,0.996454,-2.29983,-0.439213,-1.82961,-1.42818,-2.52194,1.40558,2.04716,6.32354,0.815993,3.29315,-2.80685,3.93896,1.67605,-3.14616,-1.46866,1.77437,2.46602,-2.36029,-1.46381,-4.66795,-1.58671
-35.8379,0.328561,0.2,4,21,1,49.6393,2.21408,-0.33053,-0.0333767,4.05881,1.47643,-1.77121,0.244122,-0.81324,-1.24537,-2.55414,1.75402,2.01546,6.13555,0.473977,3.22816,-4.00509,3.19835,1.39753,-2.827,-0.420216,1.10435,2.10365,-1.53799,-1.76181,-5.20708,-0.960309
-33.8411,0.643168,0.2,5,52,1,45.5288,2.20507,-2.14154,-0.992442,4.32506,-0.546589,-2.90891,0.833547,-0.709489,-1.88436,-1.28967,2.88757,1.49106,5.08472,0.0705422,0.991166,-2.68274,2.8267,1.33531,-0.845201,-1.44516,-1.72689,2.62962,-2.53415,-2.07219,-4.21589,-2.62607
-35.2611,0.948331,0.2,6,63,0,48.2984,2.41604,2.13621,5.21334,-0.659837,1.14645,-1.84567,-0.807932,1.14951,1.68177,-2.33339,-2.22715,-0.0106338,-3.03468,-1.62231,-8.41402,-1.48395,-2.05597,-0.341164,2.74958,0.729719,-0.552848,-0.346784,1.65139,2.36572,-1.11695,-1.15275
-33.8877,0.641536,0.2,5,31,0,42.4826,2.44808,-1.38829,4.1296,-2.1355,1.62984,0.103338,-0.614443,4.65766,1.99239,-1.95427,-4.33526,0.68552,-3.08528,0.735091,-6.10764,2.0049,-1.30715,0.711806,1.47274,-1.08029,1.16858,-1.33117,2.61666,-0.0834944,-0.94699,-1.21975
-34.6159,0.9666,0.2,6,63,0,47.3135,2.32909,-0.344385,-5.19759,0.656082,-3.97292,1.75375,-1.07334,-2.71691,-1.07543,2.87853,3.51501,-0.191456,1.61282,0.196699,1.97293,-2.15138,0.80149,0.180893,-3.27474,-0.561709,0.491488,3.62547,-5.14317,2.1938,2.06334,1.88841
-30.5848,0.646969,0.2,6,63,0,45.21,2.08764,0.781521,2.84485,0.0955178,-0.0426874,0.461853,0.954544,0.0634171,-1.06748,-2.00035,0.18917,0.680787,-2.75527,-2.27885,-1.31046,-2.7639,1.35989,1.49944,1.06893,1.37408,2.33615,2.23485,5.19011,-1.95924,1.43946,-4.73849
-34.5258,0.499551,0.2,5,52,1,45.7347,2.83696,0.191188,-1.03733,0.872554,-2.91145,1.30502,-1.12517,-0.454025,2.40267,-2.344,2.50877,0.029947,-0.323209,-1.35103,0.851876,-3.09708,-3.36407,3.59266,-0.617692,1.63093,3.55887,1.29088,-2.4775,-5.44919,-2.99972,3.99521
-34.9879,0.91131,0.2,6,63,0,48.6377,2.79614,-0.402337,3.51691,-2.47467,-1.30546,0.427082,-0.707275,-2.144,-0.711392,-0.391891,-3.18379,-0.861476,-0.000106022,4.55757,0.870515,0.390514,4.12502,-3.36782,-0.692171,0.762332,-5.5398,-0.405429,2.10554,4.90694,1.45932,-2.15757
-35.7063,0.976062,0.2,6,63,0,46.2251,2.43444,-0.750568,1.57195,-1.23329,-0.178619,-2.30391,-5.85251,-2.45226,-1.11356,-3.19952,-2.67188,3.93599,1.22011,-0.871557,3.02568,-4.99929,0.410189,-1.90435,2.52788,0.999214,-0.00737932,1.39531,1.45156,-1.69857,-0.503092,5.21392
-34.086,0.417372,0.2,5,36,1,49.1623,2.58657,-1.14098,0.752178,1.56543,-0.429813,-0.818577,-0.97064,0.50238,1.78801,-2.36448,-5.30763,2.8434,0.0495712,-1.24748,4.21292,-3.09995,2.14107,-3.43217,-0.171079,0.560117,2.63087,3.14936,-1.42428,1.31312,-0.0294456,5.32031
-38.6441,0.992204,0.2,6,63,0,49.7699,3.00653,4.20445,-1.99468,-2.72501,-2.16651,-2.65638,0.143082,3.7929,4.34839,-1.0256,4.34304,2.7877,-1.25282,-7.57769,-5.02673,-1.63765,1.18024,-0.408472,1.99231,0.535346,0.950822,0.811906,0.749677,1.36781,-1.9424,-3.09447
-36.404,0.353029,0.2,5,39,1,51.66,2.98014,4.20732,-1.95978,-2.99121,-1.17966,0.271552,0.443482,2.31204,5.64706,2.23421,4.19026,2.96832,-1.56993,-6.38398,-3.20976,-1.26027,0.591078,-0.367837,1.07268,1.39357,0.00626645,1.71303,1.34922,2.0506,-0.191926,-1.98066
-34.4536,0.963399,0.2,5,31,0,43.2268,2.22869,3.2336,-2.27305,-2.39107,-1.78626,1.53821,0.884293,2.94533,4.98333,-0.643255,3.89802,3.34436,-2.51951,-5.57009,-2.71041,-2.35091,0.702092,-0.818249,1.65994,1.11255,0.132211,1.84089,0.853156,0.844885,0.127131,-0.453589
