xs,containment_like,contraction_like,compromise_like,normal_prior,normal_post_containment,normal_post_contraction,normal_post_compromise,unif_prior,unif_post_containment,unif_post_contraction,unif_post_compromise
1.925,0.0797924812793232,2.79643289988248e-41,2.57374809573566e-241,0.125520167166736,0.144825484155903,2.33921800088879e-41,6.73795167903019e-236,0.0972762645914397,0.121223902399855,2.79643289988248e-41,1.01472191741321e-148
1.95,0.0797974684652511,7.070489641013e-42,7.15476198199487e-240,0.124009362305368,0.14309125663612,5.84328070612044e-42,1.85053800913366e-234,0.0972762645914397,0.121231479130525,7.070489641013e-42,2.82082532048647e-147
1.975,0.0798004609264269,1.76991183332634e-42,1.96916178134241e-238,0.122497600277015,0.141352173397126,1.44488073070902e-42,5.03103483001559e-233,0.0972762645914397,0.121236025396235,1.76991183332634e-42,7.76358658320618e-146
2,0.0798014584384229,4.38642623755588e-43,5.36567866939774e-237,0.120985362259572,0.139608919983658,3.53668552737996e-43,1.35396000219445e-231,0.0972762645914397,0.121237540856024,4.38642623755588e-43,2.11546411890717e-144
2.025,0.0798004609264269,1.07628449425685e-43,1.44752135230415e-235,0.119473123749858,0.137862175800964,8.56939354170862e-44,3.60697840734287e-230,0.0972762645914397,0.121236025396235,1.07628449425685e-43,5.70697514857916e-143
2.05,0.0797974684652511,2.61457071012735e-44,3.86618250941453e-234,0.117961354338436,0.13611261370106,2.05538379043015e-44,9.51196944941177e-229,0.0972762645914397,0.121231479130525,2.61457071012735e-44,1.5242750972881e-141
2.075,0.0797924812793232,6.28826383442194e-45,1.02234335845489e-232,0.11645051749181,0.134360899580018,4.88005776965074e-45,2.48305619111235e-227,0.0972762645914397,0.121223902399855,6.28826383442194e-45,4.03067500920089e-140
2.1,0.079785499742658,1.4973322319539e-45,2.67650625950764e-231,0.114941070342116,0.132607691986601,1.14695451626244e-45,6.41640613309602e-226,0.0972762645914397,0.121213295772442,1.4973322319539e-45,1.05523519108802e-138
2.125,0.0797765243788106,3.52990198983793e-46,6.93740105442574e-230,0.113433463484406,0.130853641742506,2.66843498022925e-46,1.64129383998766e-224,0.0972762645914397,0.121199660043691,3.52990198983793e-46,2.7351289395706e-137
2.15,0.0797655558608114,8.23880408963467e-47,1.78025574430237e-228,0.11192814078162,0.129099391574492,6.1454862473291e-47,4.15594728724228e-223,0.0972762645914397,0.121182996236098,8.23880408963467e-47,7.01880858246166e-136
2.175,0.0797525950110816,1.90380630120815e-47,4.52298393011717e-227,0.110425539177321,0.127345575758616,1.40102238321539e-47,1.04170060900757e-221,0.0972762645914397,0.121163305599118,1.90380630120815e-47,1.78322460290575e-134
2.2,0.0797376428013305,4.3555038213102e-48,1.13769211691806e-225,0.108926088516275,0.125592819776827,3.16171771883121e-48,2.58466940657564e-220,0.0972762645914397,0.121140589609008,4.3555038213102e-48,4.48544722856806e-133
2.225,0.0797207003524342,9.8653181035215e-49,2.83322788926364e-224,0.10743021137293,0.123841739986096,7.06301793571774e-49,6.3482830635322e-219,0.0972762645914397,0.12111484996865,9.8653181035215e-49,1.11702401685136e-131
2.25,0.0797017689342954,2.21228381993777e-49,6.98546502703511e-223,0.10593832288785,0.122092943300285,1.56187661217982e-49,1.5434649115507e-217,0.0972762645914397,0.12108608860733,2.21228381993777e-49,2.75407856658556e-130
2.275,0.0796808499656849,4.9116526689073e-50,1.70516414631427e-221,0.104450830612153,0.120347026884925,3.41894670556058e-50,3.714723003198e-216,0.0972762645914397,0.121054307680499,4.9116526689073e-50,6.72275361725994e-129
2.3,0.0796579450140643,1.07962145775527e-50,4.12091937032767e-220,0.102968134359987,0.118604577865042,7.40844629698508e-51,8.85004147697203e-215,0.0972762645914397,0.121019509569509,1.07962145775527e-50,1.62470725549732e-127
2.325,0.0796330557953904,2.34948362651054e-51,9.86004954659517e-219,0.101490626069058,0.116866173046167,1.58909967831213e-51,2.08714861344324e-213,0.0972762645914397,0.120981696881309,2.34948362651054e-51,3.88740778411358e-126
2.35,0.0796061841739006,5.06209618641865e-52,2.3357218986029e-217,0.100018689669244,0.115132378648648,3.3741496391142e-52,4.87248642665051e-212,0.0972762645914397,0.120940872448122,5.06209618641865e-52,9.20878079490879e-125
2.375,0.0795773321618807,1.07980520983543e-52,5.47797723231907e-216,0.0985527009592937,0.11340375005535,7.09196747317499e-53,1.12599665126356e-210,0.0972762645914397,0.120897039327093,1.07980520983543e-52,2.15973877549811e-123
2.4,0.0795465019194132,2.28043395637619e-53,1.27196853584523e-214,0.0970930274916064,0.111680831572819,1.47556494023456e-53,2.5758036633873e-209,0.0972762645914397,0.120850200799904,2.28043395637619e-53,5.01484334741479e-122
2.425,0.0795136957541082,4.76811405111628e-54,2.92408214730669e-213,0.0956400284650883,0.109964156205985,3.03905889897403e-54,5.83280705888179e-208,0.0972762645914397,0.120800360372369,4.76811405111628e-54,1.15284407518549e-120
2.45,0.0794789161208154,9.87035620626069e-55,6.65518029175736e-212,0.094194054626063,0.108254245446409,6.19596710071517e-55,1.30746978633741e-206,0.0972762645914397,0.120747521773993,9.87035620626069e-55,2.6238610210423e-119
2.475,0.0794421656213176,2.02290772175e-55,1.49964041594232e-210,0.092755448177213,0.106551609074141,1.25045562859941e-55,2.90118156648603e-205,0.0972762645914397,0.120691688957506,2.02290772175e-55,5.91245895748931e-118
2.5,0.079403447004007,4.10465229116761e-56,3.34558064234258e-209,0.091324542694511,0.104856744973153,2.49813937747367e-56,6.37246345680992e-204,0.0972762645914397,0.120632866098376,4.10465229116761e-56,1.3190234156494e-116
2.525,0.079362763163542,8.24581771833817e-57,7.38946376940346e-208,0.089901663052103,0.10317013896036,4.94031045203527e-57,1.38557166882097e-202,0.0972762645914397,0.120571057594283,8.24581771833817e-57,2.91335848180639e-115
2.55,0.079320117140487,1.64001621433319e-57,1.61588853958116e-206,0.0884871253550898,0.101492264628197,9.67121445705466e-58,2.98222105613901e-201,0.0972762645914397,0.120506268064572,1.64001621433319e-57,6.37077699999678e-114
2.575,0.0792755121209334,3.22938340126344e-58,3.49837960641073e-205,0.0870812368801441,0.0998235832006921,1.87411822116682e-58,6.35389255422569e-200,0.0972762645914397,0.12043850234968,3.22938340126344e-58,1.37926569734545e-112
2.6,0.0792289514361027,6.29575951910586e-59,7.49858846903292e-204,0.0856842960239036,0.0981645434029895,3.59502693952772e-59,1.34007497618397e-198,0.0972762645914397,0.12036776551053,6.29575951910586e-59,2.95638181599695e-111
2.625,0.0791804385619325,1.21516067951597e-59,1.59128937091285e-202,0.0842965922590576,0.0965155813442369,6.82647512159208e-60,2.79774111453758e-197,0.0972762645914397,0.120294062827906,1.21516067951597e-59,6.27379270056501e-110
2.65,0.0791299771186433,2.32207552261123e-60,3.34330393356976e-201,0.0829184060980522,0.0948771204137448,1.28315780858843e-60,5.78196088600939e-196,0.0972762645914397,0.120217399801789,2.32207552261123e-60,1.31812580399301e-108
2.675,0.0790775708702887,4.39314996006714e-61,6.95439912334046e-200,0.0815500090643234,0.0932495711903117,2.38755193434885e-61,1.18285625388774e-194,0.0972762645914397,0.120137782150679,4.39314996006714e-61,2.74183057175832e-107
2.7,0.0790232237242875,8.22872921211281e-62,1.43218928309648e-198,0.0801916636709597,0.0916333313645859,4.39759044038698e-62,2.39539968445958e-193,0.0972762645914397,0.120055215810882,8.22872921211281e-62,5.64652717121068e-106
2.725,0.0789669397309376,1.52597201445993e-62,2.92010375371288e-197,0.0788436234066991,0.0900287856743348,8.01799773500149e-63,4.801901003038e-192,0.0972762645914397,0.119969706935771,1.52597201445993e-62,1.15127555992076e-104
2.75,0.0789087230829137,2.80167285372743e-63,5.89458453951419e-196,0.0775061327291466,0.0884363058524607,1.44712576290627e-63,9.52878687152001e-191,0.0972762645914397,0.119881261895024,2.80167285372743e-63,2.32398972385852e-103
2.775,0.0788485781147462,5.09266759904708e-64,1.17805393423406e-194,0.0761794270651011,0.0868562505876067,2.58544806266389e-64,1.87176456357933e-189,0.0972762645914397,0.11978988727383,5.09266759904708e-64,4.6445771011653e-102
2.8,0.0787865093022834,9.16495409479725e-65,2.33095668042835e-193,0.0748637328178724,0.0852889654971695,4.57250887722618e-65,3.63960309123259e-188,0.0972762645914397,0.119695589872077,9.16495409479725e-65,9.18999351991872e-101
2.825,0.0787225212621368,1.63294784042828e-65,4.56625631807317e-192,0.0735592673814598,0.0837347831125292,8.00502132746496e-66,7.0056111221934e-187,0.0972762645914397,0.119598376703504,1.63294784042828e-65,1.80028510721481e-99
2.85,0.0786566187511083,2.88052326108724e-66,8.85611862135104e-191,0.0722662391614664,0.082194022876297,1.38726562813807e-66,1.33483388827383e-185,0.0972762645914397,0.119498254994832,2.88052326108724e-66,3.49159954044669e-98
2.875,0.0785888066656012,5.03068953151277e-67,1.70052734141102e-189,0.0709848476026078,0.0806669911513623,2.37983011220072e-67,2.51766311976434e-184,0.0972762645914397,0.119395232184873,5.03068953151277e-67,6.70447262243417e-97
2.9,0.0785190900410137,8.69842653719561e-68,3.23281511665326e-188,0.06971528322268,0.0791539812415184,4.04130363438617e-68,4.70064235128239e-183,0.0972762645914397,0.119289315923602,8.69842653719561e-68,1.27456465504452e-95
2.925,0.0784474740511159,1.489055686378e-68,6.08464398535515e-187,0.0684577276528388,0.0776552734234304,6.79338462705852e-69,8.68772362762407e-182,0.0972762645914397,0.119180514071216,1.489055686378e-68,2.39892226509119e-94
2.95,0.07837396400741,2.52370294224099e-69,1.13382631456293e-185,0.0672123536840394,0.0761711349896972,1.13042075694244e-69,1.58943942453406e-180,0.0972762645914397,0.119068834697161,2.52370294224099e-69,4.47020597638557e-93
2.975,0.0782985653584735,4.2346993654561e-70,2.09177489746651e-184,0.0659793253194886,0.0747018203027593,1.8620152756025e-70,2.87853266469241e-179,0.0972762645914397,0.11895428607913,4.2346993654561e-70,8.24699914599585e-92
3,0.0782212836892863,7.03499817038041e-71,3.82067781677954e-183,0.0647587978329459,0.0732475708593817,3.03609636766122e-71,5.16044958664424e-178,0.0972762645914397,0.118836876702048,7.03499817038041e-71,1.50633448801154e-90
3.025,0.0781421247205413,1.15707750109443e-71,6.90912328063326e-182,0.0635509178327175,0.0718086153654473,4.90046240326476e-72,9.15784131763057e-177,0.0972762645914397,0.118716615257018,1.15707750109443e-71,2.72398018849802e-89
3.05,0.0780610943079388,1.88416080123589e-72,1.23697955680577e-180,0.0623558233311786,0.0703851698207764,7.82974769538208e-73,1.60874749997599e-175,0.0972762645914397,0.118593510640251,1.88416080123589e-72,4.8768963433623e-88
3.075,0.0779781984414641,3.03759965536874e-73,2.19259872739649e-179,0.0611736438196539,0.0689774376136875,1.23836215237225e-73,2.79751132070182e-174,0.0972762645914397,0.118467571951972,3.03759965536874e-73,8.64450560825219e-87
3.1,0.0778934432446503,4.84841917963084e-74,3.84780317233836e-178,0.0600045003484927,0.0675856096250078,1.93881677975933e-74,4.81554024765348e-173,0.0972762645914397,0.118338808495294,4.84841917963084e-74,1.5170288884654e-85
3.125,0.0778068349738239,7.66172996668774e-75,6.68534146052032e-177,0.05884850561216,0.0662098643412306,3.00479650730633e-75,8.20554398808635e-172,0.0972762645914397,0.118207229775077,7.66172996668774e-75,2.63575231648387e-84
3.15,0.0777183800173354,1.19870019926899e-75,1.14998293354969e-175,0.0577057640391749,0.0648503679765184,4.60980504097616e-76,1.38407280549795e-170,0.0972762645914397,0.118072845496756,1.19870019926899e-75,4.5339048108765e-83
3.175,0.077628084894774,1.85674117655068e-76,1.95846696969714e-174,0.0565763718867178,0.0635072746032411,7.00066422365877e-77,2.31099864033273e-169,0.0972762645914397,0.11793566556515,1.85674117655068e-76,7.72142138531041e-82
3.2,0.077535956256167,2.84740481569495e-77,3.3021603833145e-173,0.0554604173397277,0.0621807262907317,1.05241040667051e-77,3.81970339743111e-168,0.0972762645914397,0.117795700083244,2.84740481569495e-77,1.30190461192166e-80
3.225,0.0774420008811632,4.32318794981849e-78,5.51235437335057e-172,0.0543579806143129,0.0608708532519479,1.56610262189084e-78,6.24955059871965e-167,0.0972762645914397,0.117652959350949,4.32318794981849e-78,2.17329225360285e-79
3.25,0.0773462256782022,6.49854414709443e-79,9.11030991494664e-171,0.0532691340652925,0.0595777739977106,2.30698354063865e-79,1.01217855795654e-165,0.0972762645914397,0.117507453863842,6.49854414709443e-79,3.59181660413464e-78
3.275,0.0772486376836672,9.67130513167071e-80,1.49068618964515e-169,0.052193942297689,0.0583015954982021,3.36401537526124e-80,1.62276141940451e-164,0.0972762645914397,0.117359194311874,9.67130513167071e-80,5.87715616428952e-77
3.3,0.0771492440610241,1.42498782160049e-80,2.41488447836533e-168,0.051132462281989,0.0570424133513929,4.85579836785107e-81,2.57538055097309e-163,0.0972762645914397,0.117208191578066,1.42498782160049e-80,9.52088594947694e-76
3.325,0.077048052099945,2.0787117698684e-81,3.87314313861079e-167,0.0500847434729895,0.0558003119580688,6.93829105569212e-82,4.04592051000034e-162,0.0972762645914397,0.117054456737179,2.0787117698684e-81,1.52701938411871e-74
3.35,0.0769450692154176,3.00216427458168e-82,6.15017947873644e-166,0.0490508279320489,0.0545753647031327,9.81371813560647e-83,6.29190963996541e-161,0.0972762645914397,0.116898001054354,3.00216427458168e-82,2.42476018668604e-73
3.375,0.0768403029468394,4.29271133627306e-83,9.6687223144782e-165,0.0480307504525567,0.0533676341428443,1.37405413365993e-83,9.6858291600198e-160,0.0972762645914397,0.116738835983745,4.29271133627306e-83,3.81197540743742e-72
3.4,0.0767337609570986,6.07695433918379e-84,1.50489930042386e-163,0.0470245386884434,0.0521771721976738,1.90442249351111e-84,1.47597951154059e-158,0.0972762645914397,0.116576973167114,6.07695433918379e-84,5.93319255357592e-71
3.425,0.0766254510316395,8.51720923332224e-85,2.31901121164376e-162,0.0460322132855462,0.0510040203504337,2.61283484026391e-85,2.22645053047611e-157,0.0972762645914397,0.116412424432418,8.51720923332224e-85,9.14289750065568e-70
3.45,0.0765153810775151,1.18185912986338e-85,3.53797949458732e-161,0.0450537880156489,0.0498482098493613,3.54854086692969e-86,3.32456606566401e-156,0.0972762645914397,0.116245201792365,1.18185912986338e-85,1.39487828760884e-68
3.475,0.0764035591224253,1.62364533060381e-86,5.34398007080926e-160,0.0440892699130187,0.0487097619158235,4.7706423651903e-87,4.91412367185344e-155,0.0972762645914397,0.116075317442954,1.62364533060381e-86,2.10690926320806e-67
3.5,0.0762899933137411,2.2083793448639e-87,7.99155703667312e-159,0.0431386594132558,0.0475886879563146,6.34882135050389e-88,7.19028977220412e-154,0.0972762645914397,0.115902783761996,2.2083793448639e-87,3.15073883602121e-66
3.525,0.0761746919175158,2.97381015587172e-88,1.18319147574458e-157,0.042201950494283,0.0464849897784243,8.36370197934343e-89,1.0414439483207e-152,0.0972762645914397,0.115727613307607,2.97381015587172e-88,4.66483229234343e-65
3.55,0.0760576633174826,3.96469569514613e-89,1.73434589228714e-156,0.0412791308192958,0.0453986598104526,1.09066955094272e-89,1.49318839190099e-151,0.0972762645914397,0.115549818816685,3.96469569514613e-89,6.8378051146311e-64
3.575,0.075938916014039,5.23315421872492e-90,2.51694343317345e-155,0.0403701818814969,0.0443296813243487,1.40791690909852e-90,2.11925153339066e-150,0.0972762645914397,0.115369413203373,5.23315421872492e-90,9.92326199584942e-63
3.6,0.0758184586232183,6.83871118321027e-91,3.61633162579585e-154,0.039475079150447,0.0432780286616632,1.79907826826959e-91,2.97741658894163e-149,0.0972762645914397,0.11518640955749,6.83871118321027e-91,1.4257692768805e-61
3.625,0.0756962998756479,8.84793752084228e-92,5.14422669628548e-153,0.0385937922198554,0.0422436674621934,2.27568573408067e-92,4.14081566959036e-148,0.0972762645914397,0.115000821142951,8.84793752084228e-92,2.0281548087444e-60
3.65,0.0755724486154954,1.13335740605733e-92,7.24484341722942e-152,0.037726284956645,0.0412265548950184,2.8494675337212e-93,5.70061077197072e-147,0.0972762645914397,0.114812661396166,1.13335740605733e-92,2.85634068690325e-59
3.675,0.0754469137994019,1.43730448838784e-93,1.01017115513106e-150,0.0368725156511258,0.0402266398916165,3.53186695844027e-94,7.76865932217442e-146,0.0972762645914397,0.114621943924421,1.43730448838784e-93,3.98268506987323e-58
3.7,0.075319704495403,1.80462816781881e-94,1.3944982651635e-149,0.0360324371681089,0.0392438633807633,4.33345364457354e-95,1.04799681114675e-144,0.0972762645914397,0.114428682504233,1.80462816781881e-94,5.49792715068193e-57
3.725,0.0751908298818379,2.24328130511633e-95,1.90589095285839e-148,0.0352059970988052,0.0382781585249198,5.26323996754989e-96,1.399468224892e-143,0.0972762645914397,0.114232891079701,2.24328130511633e-95,7.51413599982549e-56
3.75,0.0750602992462462,2.76081176805089e-96,2.57890398855914e-147,0.034393137913346,0.0373294509578149,6.32792588729892e-97,1.84993010465127e-142,0.0972762645914397,0.114034583760823,2.76081176805089e-96,1.0167546716911e-54
3.775,0.0749281219842532,3.36392971408109e-97,3.45485125794225e-146,0.0335937971137718,0.0363976590229426,7.53110657497271e-98,2.42067672404688e-141,0.0972762645914397,0.113833774821805,3.36392971408109e-97,1.36210427844321e-53
3.8,0.0747943075984435,4.05801907235271e-98,4.58226909969217e-145,0.0328079073873383,0.0354826940126934,8.87248756944304e-99,3.13550476633346e-140,0.0972762645914397,0.11363047869935,4.05801907235271e-98,1.80659828156722e-52
3.825,0.0746588656972233,4.84661263093948e-99,6.01712288536193e-144,0.0320353967599854,0.0345844604078456,1.03471608959398e-99,4.02038212114651e-139,0.0972762645914397,0.113424709990932,4.84661263093948e-99,2.37230150132473e-51
3.85,0.0745218059936714,5.73085725259736e-100,7.82265590009083e-143,0.03127618874983,0.0337028561171554,1.19450013106889e-100,5.10289224133714e-138,0.0972762645914397,0.113216483453043,5.73085725259736e-100,3.0841481368576e-50
3.875,0.0743831383043792,6.70900209141757e-101,1.00687748207736e-141,0.0305302025205332,0.0328377727167794,1.36502434754192e-101,6.41142635934224e-137,0.0972762645914397,0.11300581399944,6.70900209141757e-101,3.96969948576763e-49
3.9,0.0742428725482803,7.77594748223639e-102,1.28308694088383e-140,0.029797353034408,0.0319890956892828,1.54412975069922e-102,7.97410804989705e-136,0.0972762645914397,0.112792716699359,7.77594748223639e-102,5.05867859802862e-48
3.925,0.0741010187454683,8.92289465018609e-103,1.61879776616777e-139,0.0290775512051289,0.0311567046619847,1.72908514634147e-103,9.81745163595945e-135,0.0972762645914397,0.112577206775724,8.92289465018609e-103,6.38224687144631e-47
3.95,0.073957587016006,1.01371358660616e-103,2.02202333501664e-138,0.0283707040499119,0.0303404736443996,1.91662949010632e-104,1.19647773548929e-133,0.0972762645914397,0.112359299603336,1.01371358660616e-103,7.97199772177344e-46
3.975,0.0738125875787225,1.14020206796039e-104,2.50055715263819e-137,0.0276767148410381,0.0295402712645487,2.10304782436288e-105,1.44344310130443e-132,0.0972762645914397,0.112139010707046,1.14020206796039e-104,9.85865770131277e-45
4,0.0736660307500019,1.2697126211301e-105,3.06157189456776e-136,0.026995483256594,0.0287559610039116,2.28427995260388e-106,1.72378824017525e-131,0.0972762645914397,0.111916355759913,1.2697126211301e-105,1.20705056889657e-43
4.025,0.0735179269425607,1.39986483465303e-106,3.7111558653962e-135,0.026326905530311,0.0279874014308059,2.45605848587648e-107,2.0377802774938e-130,0.0972762645914397,0.111691350581349,1.39986483465303e-106,1.46315453396294e-42
4.05,0.073368286664217,1.5280016617524e-107,4.45380278250349e-134,0.0256708746003847,0.0272344464319834,2.61407038619415e-108,2.38462444893911e-129,0.0972762645914397,0.111464011135249,1.5280016617524e-107,1.7559493513488e-41
4.075,0.0732171205166489,1.6512719525528e-108,5.29187802012238e-133,0.0250272802571625,0.0264969454422425,2.75413387285424e-109,2.7623062542896e-128,0.0972762645914397,0.111234353528102,1.6512719525528e-108,2.08636758981673e-40
4.1,0.0730644391941452,1.76673103170358e-109,6.22509126401582e-132,0.0243960092895913,0.025774743671864,2.87238078427453e-110,3.16747253467338e-127,0.0972762645914397,0.111002394007095,1.76673103170358e-109,2.4542947905276e-39
4.125,0.0729102534823454,1.87145472690002e-110,7.2500111742061e-131,0.0237769456303198,0.0250676823316835,2.96543340495524e-111,3.59536582075126e-126,0.0972762645914397,0.110768148958201,1.87145472690002e-110,2.85837811872371e-38
4.15,0.0727545742569727,1.96266089151992e-111,8.35966134363378e-130,0.0231699704993546,0.0243755988556256,3.03056452315328e-112,4.03982460411812e-125,0.0972762645914397,0.110531634904249,1.96266089151992e-111,3.29586706701867e-37
4.175,0.0725974124825566,2.03783148158416e-112,9.54323784040486e-129,0.0225749625461752,0.0236983271205271,3.06583015132103e-113,4.49335913142284e-124,0.0972762645914397,0.110292868502987,2.03783148158416e-112,3.76250209404352e-36
4.2,0.0724387792111486,2.09482776218908e-113,1.07859863475032e-127,0.0219917979902135,0.0230356976630904,3.07016590061478e-114,4.94730799978879e-123,0.0972762645914397,0.110051866545131,2.09482776218908e-113,4.25246618574098e-35
4.225,0.0722786855810292,2.13199130771018e-114,1.20692710308241e-126,0.0214203507596112,0.0223875378938131,3.04344034332671e-115,5.39207548106653e-122,0.0972762645914397,0.109808645952397,2.13199130771018e-114,4.75841200716925e-34
4.25,0.0721171428154065,2.14822414600824e-115,1.33708577671778e-125,0.0208604926281693,0.0217536723077472,2.9864616303675e-116,5.81744350093338e-121,0.0972762645914397,0.109563223775529,2.14822414600824e-115,5.27157356753359e-33
4.275,0.0719541622211074,2.14304264340888e-116,1.46654216210231e-124,0.0203120933504116,0.0211339226919523,2.90093689891806e-117,6.21294604130204e-120,0.0972762645914397,0.109315617192307,2.14304264340888e-116,5.78196629717337e-32
4.3,0.0717897551872621,2.1166014404336e-117,1.5925273239015e-123,0.0197750207946851,0.0205281083295133,2.78938731512397e-118,6.56828798745777e-119,0.0972762645914397,0.109065843505549,2.1166014404336e-117,6.27867343474563e-31
4.325,0.0716239331839794,2.06968578529601e-118,1.71212822584549e-122,0.0192491410742247,0.0199360461999989,2.65502465100231e-119,6.87378568454841e-118,0.0972762645914397,0.108813920141099,2.06968578529601e-118,6.75021008880291e-30
4.35,0.0714567077610169,2.0036727955269e-119,1.8223959296452e-121,0.0187343186761169,0.019357551176251,2.50159782418461e-120,7.1208032299482e-117,0.0972762645914397,0.108559864645808,2.0036727955269e-119,7.18494982115583e-29
4.375,0.071288090546443,1.92046431436275e-120,1.92046431436275e-120,0.0182304165880961,0.0187924362173963,2.33321962110098e-121,7.3021572212611e-116,0.0972762645914397,0.108303694685497,1.92046431436275e-120,7.57159270801445e-28
4.4,0.0711180932452925,1.82239592964458e-121,2.00367279552758e-119,0.0177372964231157,0.018240512557984,2.15418474496851e-122,7.41246354499982e-115,0.0972762645914397,0.10804542804292,1.82239592964458e-121,7.8996491704651e-27
4.425,0.0709467276382163,1.7121282258449e-122,2.06968578529672e-118,0.0172548185416377,0.0177015898931584,1.96879033573402e-123,7.4484028605454e-114,0.0972762645914397,0.107785082615709,1.7121282258449e-122,8.15991095623856e-26
4.45,0.0707740055801241,1.59252732390096e-123,2.11660144043432e-117,0.0167828421715887,0.0171754765597842,1.7811692476734e-124,7.40888651607032e-113,0.0972762645914397,0.107522676414312,1.59252732390096e-123,8.34487988780107e-25
4.475,0.0705999389988216,1.46654216210181e-124,2.14304264340949e-116,0.0163212255259352,0.0166619797134494,1.59514477056412e-125,7.29511132481747e-112,0.0972762645914397,0.107258227559927,1.46654216210181e-124,8.44912656301425e-24
4.5,0.0704245398936415,1.33708577671778e-125,2.14822414600824e-115,0.0158698259178337,0.0161609055012776,1.41411333364632e-126,7.11049935622168e-111,0.0972762645914397,0.106991754282414,1.33708577671778e-125,8.46955507449444e-23
4.525,0.0702478203340696,1.206927103082e-126,2.13199130771091e-114,0.0154284998733159,0.0156720592304894,1.24095926748359e-127,6.8605269681197e-110,0.0972762645914397,0.106723274918216,1.206927103082e-126,8.40555573893624e-22
4.55,0.0700697924583646,1.07859863474995e-127,2.09482776218968e-113,0.0149971032414726,0.0151952455326595,1.07800315731276e-128,6.55245499816133e-109,0.0972762645914397,0.106452807908256,1.07859863474995e-127,8.25903532292639e-21
4.575,0.0698904684721735,9.54323784040161e-129,2.03783148158474e-112,0.0145754913021028,0.0147302685236232,9.26982927370322e-130,6.19497865967732e-108,0.0972762645914397,0.106180371795837,9.54323784040161e-129,8.03432267433157e-20
4.6,0.0697098606471419,8.35966134363093e-130,1.96266089152053e-111,0.0141635188708006,0.0142769319589919,7.89064736530167e-131,5.79782068116202e-107,0.0972762645914397,0.10590598522453,8.35966134363093e-130,7.73795627620032e-19
4.625,0.0695279813195191,7.2500111742061e-131,1.87145472690002e-110,0.0137610404014522,0.0138350393852455,6.64879176256495e-132,5.37129419597738e-106,0.0972762645914397,0.105629666936055,7.2500111742061e-131,7.37836827146523e-18
4.65,0.0693448428887599,6.2250912640137e-132,1.76673103170418e-109,0.0133679100861241,0.0134043942863753,5.54577217012235e-133,4.92586264842978e-105,0.0972762645914397,0.105351435768155,6.2250912640137e-132,6.9654862611248e-17
4.675,0.0691604578161206,5.29187802012058e-133,1.65127195255336e-108,0.0129839819523204,0.0129848002260564,4.57899862920039e-134,4.47172257681802e-104,0.0972762645914397,0.105071310652464,5.29187802012058e-133,6.51027909313196e-16
4.7,0.0689748386232521,4.45380278250197e-134,1.52800166175288e-107,0.0126091099575972,0.0125760609853368,3.74255507125724e-135,4.01843181333933e-103,0.0972762645914397,0.104789310612372,4.45380278250197e-134,6.0242755636941e-15
4.725,0.0687879978907891,3.71115586539472e-135,1.39986483465347e-106,0.01224314808152,0.0121779806958351,3.02799450334054e-136,3.57460082419947e-102,0.0972762645914397,0.104505454760877,3.71115586539472e-135,5.51908530400634e-14
4.75,0.0685999482569349,3.06157189456776e-136,1.2697126211301e-105,0.0118859504149569,0.0117903639684445,2.42510843363437e-137,3.14765913348536e-101,0.0972762645914397,0.10421976229844,3.06157189456776e-136,5.00594921317903e-13
4.775,0.0684107024160438,2.50055715263734e-137,1.14020206796074e-104,0.0115373712467013,0.0114130160175469,1.92263320288652e-138,2.74370261177458e-100,0.0972762645914397,0.103932252510826,2.50055715263734e-137,4.49534292247404e-12
4.8,0.0682202731171998,2.02202333501584e-138,1.01371358660648e-103,0.0111972651474214,0.0110457427807471,1.50886682831632e-139,2.36742142938832e-99,0.0972762645914397,0.103642944766951,2.02202333501584e-138,3.99665140505964e-11
4.825,0.0680286731627923,1.61879776616712e-139,8.92289465018862e-103,0.0108654870509379,0.0106883510341399,1.17218073764438e-140,2.02210316460837e-98,0.0972762645914397,0.103351858516712,1.61879776616712e-139,3.51792655361926e-10
4.85,0.0678359154070897,1.28308694088332e-140,7.7759474822386e-102,0.010541892332832,0.0103406485031319,9.01420533217387e-142,1.70970129227389e-97,0.0972762645914397,0.103059013288822,1.28308694088332e-140,3.06573294875086e-09
4.875,0.0676420127548097,1.00687748207736e-141,6.70900209141757e-101,0.0102263368863907,0.0100024439688404,6.86198097045529e-143,1.43095628906471e-96,0.0972762645914397,0.102764428688642,1.00687748207736e-141,2.64508071998654e-08
4.9,0.0674469781596878,7.82265590008772e-143,5.73085725259915e-100,0.00991867719589764,0.00967354737010041,5.17083606035918e-144,1.18555496089231e-95,0.0972762645914397,0.102468124395999,7.82265590008772e-143,2.25943885861007e-07
4.925,0.067250824623044,6.01712288535988e-144,4.84661263094099e-99,0.00961877040728156,0.00935376990111208,3.85710289848316e-145,9.72313270584778e-95,0.0972762645914397,0.102170120163016,6.01712288535988e-144,1.91081795066732e-06
4.95,0.067053565192347,4.5822690996906e-145,4.05801907235386e-98,0.00932647439613492,0.00904292410476784,2.84807143354023e-146,7.89368753129061e-94,0.0972762645914397,0.101870435811923,4.5822690996906e-145,1.59990828194136e-05
